State,Year,Quarter,Level,Entity_Name,Transaction_Count,Transaction_Amount
Andaman & Nicobar Islands,2024,2,Districts,South Andaman,4153251,6285248054.00
Andaman & Nicobar Islands,2024,2,Districts,North And Middle Andaman,313301,676844858.00
Andaman & Nicobar Islands,2024,2,Districts,Nicobars,186672,333687418.00
Andaman & Nicobar Islands,2024,2,Pincodes,744103,1017612,1578925731.00
Andaman & Nicobar Islands,2024,2,Pincodes,744105,893820,1374445615.00
Andaman & Nicobar Islands,2024,2,Pincodes,744101,811341,1158296326.00
Andaman & Nicobar Islands,2024,2,Pincodes,744102,457481,690786139.00
Andaman & Nicobar Islands,2024,2,Pincodes,744211,224583,411320695.00
Andaman & Nicobar Islands,2024,2,Pincodes,744107,215143,279183707.00
Andaman & Nicobar Islands,2024,2,Pincodes,744104,203691,288479778.00
Andaman & Nicobar Islands,2024,2,Pincodes,744112,149015,212749987.00
Andaman & Nicobar Islands,2024,2,Pincodes,744202,133606,309640750.00
Andaman & Nicobar Islands,2024,2,Pincodes,744301,103555,192116394.00
Andaman & Nicobar Islands,2024,4,Districts,South Andaman,5419850,7760167334.00
Andaman & Nicobar Islands,2024,4,Districts,North And Middle Andaman,411230,759100984.00
Andaman & Nicobar Islands,2024,4,Districts,Nicobar,232820,401676455.00
Andaman & Nicobar Islands,2024,4,Pincodes,744103,1624936,2327920210.00
Andaman & Nicobar Islands,2024,4,Pincodes,744105,788313,1111527475.00
Andaman & Nicobar Islands,2024,4,Pincodes,744104,750691,1054506007.00
Andaman & Nicobar Islands,2024,4,Pincodes,744102,745988,1083724002.00
Andaman & Nicobar Islands,2024,4,Pincodes,744101,444657,622167677.00
Andaman & Nicobar Islands,2024,4,Pincodes,744211,316142,549541741.00
Andaman & Nicobar Islands,2024,4,Pincodes,744106,247889,331449895.00
Andaman & Nicobar Islands,2024,4,Pincodes,744107,195688,249976872.00
Andaman & Nicobar Islands,2024,4,Pincodes,744202,177499,343623904.00
Andaman & Nicobar Islands,2024,4,Pincodes,744301,130704,238936987.00
Andaman & Nicobar Islands,2024,1,Districts,South Andaman,3751724,5952049462.00
Andaman & Nicobar Islands,2024,1,Districts,North And Middle Andaman,266400,601756070.00
Andaman & Nicobar Islands,2024,1,Districts,Nicobars,166796,305346303.00
Andaman & Nicobar Islands,2024,1,Pincodes,744103,915265,1466185445.00
Andaman & Nicobar Islands,2024,1,Pincodes,744105,788690,1238176536.00
Andaman & Nicobar Islands,2024,1,Pincodes,744101,729163,1111938725.00
Andaman & Nicobar Islands,2024,1,Pincodes,744102,410733,635568629.00
Andaman & Nicobar Islands,2024,1,Pincodes,744211,242702,502855645.00
Andaman & Nicobar Islands,2024,1,Pincodes,744104,198252,287097896.00
Andaman & Nicobar Islands,2024,1,Pincodes,744107,175286,238542585.00
Andaman & Nicobar Islands,2024,1,Pincodes,744112,136050,198931121.00
Andaman & Nicobar Islands,2024,1,Pincodes,744202,110787,274596943.00
Andaman & Nicobar Islands,2024,1,Pincodes,744301,96150,182352308.00
Andaman & Nicobar Islands,2024,3,Districts,South Andaman,4704639,6567147442.00
Andaman & Nicobar Islands,2024,3,Districts,North And Middle Andaman,364075,724234808.00
Andaman & Nicobar Islands,2024,3,Districts,Nicobar,210536,372462759.00
Andaman & Nicobar Islands,2024,3,Pincodes,744103,1447958,2053970205.00
Andaman & Nicobar Islands,2024,3,Pincodes,744105,693711,961929148.00
Andaman & Nicobar Islands,2024,3,Pincodes,744102,687213,994056767.00
Andaman & Nicobar Islands,2024,3,Pincodes,744104,617317,839095587.00
Andaman & Nicobar Islands,2024,3,Pincodes,744101,397378,543823715.00
Andaman & Nicobar Islands,2024,3,Pincodes,744106,209731,260739712.00
Andaman & Nicobar Islands,2024,3,Pincodes,744211,197101,284906813.00
Andaman & Nicobar Islands,2024,3,Pincodes,744107,179048,222331863.00
Andaman & Nicobar Islands,2024,3,Pincodes,744202,155096,325950998.00
Andaman & Nicobar Islands,2024,3,Pincodes,744301,117129,221810524.00
Andaman & Nicobar Islands,2019,2,Districts,South Andaman,28490,102530955.71
Andaman & Nicobar Islands,2019,2,Districts,North And Middle Andaman,3371,8612103.14
Andaman & Nicobar Islands,2019,2,Districts,Nicobars,1828,9111650.82
Andaman & Nicobar Islands,2019,2,Pincodes,744104,6142,15625676.56
Andaman & Nicobar Islands,2019,2,Pincodes,744103,5847,23751450.07
Andaman & Nicobar Islands,2019,2,Pincodes,744101,4863,19061125.41
Andaman & Nicobar Islands,2019,2,Pincodes,744102,4120,18948733.99
Andaman & Nicobar Islands,2019,2,Pincodes,744105,3500,13418692.20
Andaman & Nicobar Islands,2019,2,Pincodes,744202,1153,3619993.39
Andaman & Nicobar Islands,2019,2,Pincodes,744107,1124,2967445.39
Andaman & Nicobar Islands,2019,2,Pincodes,744211,1047,3168331.99
Andaman & Nicobar Islands,2019,2,Pincodes,744301,1007,4849284.52
Andaman & Nicobar Islands,2019,2,Pincodes,744112,763,2928099.61
Andaman & Nicobar Islands,2019,4,Districts,South Andaman,27843,110930312.21
Andaman & Nicobar Islands,2019,4,Districts,North And Middle Andaman,4716,13524056.78
Andaman & Nicobar Islands,2019,4,Districts,Nicobars,2600,12384161.53
Andaman & Nicobar Islands,2019,4,Pincodes,744104,6633,20626642.70
Andaman & Nicobar Islands,2019,4,Pincodes,744101,5282,23247752.47
Andaman & Nicobar Islands,2019,4,Pincodes,744103,4840,19792507.96
Andaman & Nicobar Islands,2019,4,Pincodes,744105,3528,15302141.17
Andaman & Nicobar Islands,2019,4,Pincodes,744102,3237,15350444.97
Andaman & Nicobar Islands,2019,4,Pincodes,744202,1783,5800016.56
Andaman & Nicobar Islands,2019,4,Pincodes,744211,1596,7908264.72
Andaman & Nicobar Islands,2019,4,Pincodes,744301,1549,7056478.93
Andaman & Nicobar Islands,2019,4,Pincodes,744201,886,946768.06
Andaman & Nicobar Islands,2019,4,Pincodes,744107,777,3030368.91
Andaman & Nicobar Islands,2019,1,Districts,South Andaman,25683,85501972.39
Andaman & Nicobar Islands,2019,1,Districts,North And Middle Andaman,3264,9561708.74
Andaman & Nicobar Islands,2019,1,Districts,Nicobars,1539,7236059.55
Andaman & Nicobar Islands,2019,1,Pincodes,744103,5742,19401964.78
Andaman & Nicobar Islands,2019,1,Pincodes,744101,5156,15501306.23
Andaman & Nicobar Islands,2019,1,Pincodes,744102,3925,16683547.09
Andaman & Nicobar Islands,2019,1,Pincodes,744105,3553,11588669.48
Andaman & Nicobar Islands,2019,1,Pincodes,744104,2833,9141657.22
Andaman & Nicobar Islands,2019,1,Pincodes,744211,1511,5794838.40
Andaman & Nicobar Islands,2019,1,Pincodes,744202,1112,3613381.29
Andaman & Nicobar Islands,2019,1,Pincodes,744107,1029,3592930.30
Andaman & Nicobar Islands,2019,1,Pincodes,744301,920,4652963.41
Andaman & Nicobar Islands,2019,1,Pincodes,744112,802,1893718.65
Andaman & Nicobar Islands,2019,3,Districts,South Andaman,27421,91023888.33
Andaman & Nicobar Islands,2019,3,Districts,North And Middle Andaman,4049,11481466.28
Andaman & Nicobar Islands,2019,3,Districts,Nicobars,2300,11566421.48
Andaman & Nicobar Islands,2019,3,Pincodes,744103,5680,19906337.01
Andaman & Nicobar Islands,2019,3,Pincodes,744101,5606,18745152.09
Andaman & Nicobar Islands,2019,3,Pincodes,744104,4786,15754793.35
Andaman & Nicobar Islands,2019,3,Pincodes,744102,3643,14572605.60
Andaman & Nicobar Islands,2019,3,Pincodes,744105,3512,11767224.00
Andaman & Nicobar Islands,2019,3,Pincodes,744202,1417,3875602.10
Andaman & Nicobar Islands,2019,3,Pincodes,744301,1402,6195496.62
Andaman & Nicobar Islands,2019,3,Pincodes,744211,1118,2983697.45
Andaman & Nicobar Islands,2019,3,Pincodes,744107,914,1988299.76
Andaman & Nicobar Islands,2019,3,Pincodes,744112,833,2198831.69
Andaman & Nicobar Islands,2021,2,Districts,South Andaman,286907,760893020.57
Andaman & Nicobar Islands,2021,2,Districts,North And Middle Andaman,39200,90233388.79
Andaman & Nicobar Islands,2021,2,Districts,Nicobars,15307,48020606.75
Andaman & Nicobar Islands,2021,2,Pincodes,744101,73334,227585492.74
Andaman & Nicobar Islands,2021,2,Pincodes,744103,66321,174752815.17
Andaman & Nicobar Islands,2021,2,Pincodes,744105,52645,134835744.22
Andaman & Nicobar Islands,2021,2,Pincodes,744102,34289,100890426.76
Andaman & Nicobar Islands,2021,2,Pincodes,744202,16476,40647907.97
Andaman & Nicobar Islands,2021,2,Pincodes,744107,14524,24690581.54
Andaman & Nicobar Islands,2021,2,Pincodes,744104,11278,28333852.06
Andaman & Nicobar Islands,2021,2,Pincodes,744211,10182,20377949.35
Andaman & Nicobar Islands,2021,2,Pincodes,744112,9635,21637658.17
Andaman & Nicobar Islands,2021,2,Pincodes,744301,8463,27666837.40
Andaman & Nicobar Islands,2021,4,Districts,South Andaman,558571,1694794708.01
Andaman & Nicobar Islands,2021,4,Districts,North And Middle Andaman,53115,156486112.29
Andaman & Nicobar Islands,2021,4,Districts,Nicobars,24437,81329281.03
Andaman & Nicobar Islands,2021,4,Pincodes,744101,165719,533026207.97
Andaman & Nicobar Islands,2021,4,Pincodes,744103,121613,372243734.28
Andaman & Nicobar Islands,2021,4,Pincodes,744105,95028,281223411.74
Andaman & Nicobar Islands,2021,4,Pincodes,744102,58258,174623253.48
Andaman & Nicobar Islands,2021,4,Pincodes,744211,27938,94222862.11
Andaman & Nicobar Islands,2021,4,Pincodes,744104,25662,69245386.08
Andaman & Nicobar Islands,2021,4,Pincodes,744202,21913,67790798.05
Andaman & Nicobar Islands,2021,4,Pincodes,744107,21397,52036030.00
Andaman & Nicobar Islands,2021,4,Pincodes,744112,18915,55448543.43
Andaman & Nicobar Islands,2021,4,Pincodes,744301,14553,47792330.70
Andaman & Nicobar Islands,2021,1,Districts,South Andaman,207092,669604045.12
Andaman & Nicobar Islands,2021,1,Districts,North And Middle Andaman,27358,75027255.28
Andaman & Nicobar Islands,2021,1,Districts,Nicobars,10302,39075266.99
Andaman & Nicobar Islands,2021,1,Pincodes,744101,55726,190830957.06
Andaman & Nicobar Islands,2021,1,Pincodes,744103,47328,158404100.79
Andaman & Nicobar Islands,2021,1,Pincodes,744105,35467,111571687.43
Andaman & Nicobar Islands,2021,1,Pincodes,744102,23957,80750048.82
Andaman & Nicobar Islands,2021,1,Pincodes,744211,10648,34956327.94
Andaman & Nicobar Islands,2021,1,Pincodes,744202,10597,28127629.88
Andaman & Nicobar Islands,2021,1,Pincodes,744107,8848,19627951.47
Andaman & Nicobar Islands,2021,1,Pincodes,744104,8799,27854306.52
Andaman & Nicobar Islands,2021,1,Pincodes,744112,7113,21084790.05
Andaman & Nicobar Islands,2021,1,Pincodes,744301,5630,22671937.31
Andaman & Nicobar Islands,2021,3,Districts,South Andaman,382418,1116789010.65
Andaman & Nicobar Islands,2021,3,Districts,North And Middle Andaman,46592,118254865.83
Andaman & Nicobar Islands,2021,3,Districts,Nicobars,20754,74980519.33
Andaman & Nicobar Islands,2021,3,Pincodes,744101,116324,388328168.76
Andaman & Nicobar Islands,2021,3,Pincodes,744103,84790,246433385.81
Andaman & Nicobar Islands,2021,3,Pincodes,744105,67257,185238368.48
Andaman & Nicobar Islands,2021,3,Pincodes,744102,43850,131239564.17
Andaman & Nicobar Islands,2021,3,Pincodes,744202,19088,48475163.57
Andaman & Nicobar Islands,2021,3,Pincodes,744107,16203,37962312.10
Andaman & Nicobar Islands,2021,3,Pincodes,744104,14657,35301326.11
Andaman & Nicobar Islands,2021,3,Pincodes,744112,11565,28491553.61
Andaman & Nicobar Islands,2021,3,Pincodes,744301,11553,43464511.05
Andaman & Nicobar Islands,2021,3,Pincodes,744211,9655,19497765.26
Andaman & Nicobar Islands,2020,2,Districts,South Andaman,48088,132855778.75
Andaman & Nicobar Islands,2020,2,Districts,North And Middle Andaman,10979,22447714.06
Andaman & Nicobar Islands,2020,2,Districts,Nicobars,3895,14341508.60
Andaman & Nicobar Islands,2020,2,Pincodes,744101,11868,48293323.22
Andaman & Nicobar Islands,2020,2,Pincodes,744103,10035,26197535.99
Andaman & Nicobar Islands,2020,2,Pincodes,744105,9341,23203019.86
Andaman & Nicobar Islands,2020,2,Pincodes,744102,6012,17786750.91
Andaman & Nicobar Islands,2020,2,Pincodes,744202,3722,8924121.01
Andaman & Nicobar Islands,2020,2,Pincodes,744107,2555,3980470.69
Andaman & Nicobar Islands,2020,2,Pincodes,744301,2275,9055232.53
Andaman & Nicobar Islands,2020,2,Pincodes,744211,2045,3319717.63
Andaman & Nicobar Islands,2020,2,Pincodes,744205,1847,4459064.91
Andaman & Nicobar Islands,2020,2,Pincodes,744104,1840,3334591.82
Andaman & Nicobar Islands,2020,4,Districts,South Andaman,186494,523122462.88
Andaman & Nicobar Islands,2020,4,Districts,North And Middle Andaman,29349,68941322.39
Andaman & Nicobar Islands,2020,4,Districts,Nicobars,8688,35218871.04
Andaman & Nicobar Islands,2020,4,Pincodes,744103,46884,138264791.55
Andaman & Nicobar Islands,2020,4,Pincodes,744101,40392,136401368.02
Andaman & Nicobar Islands,2020,4,Pincodes,744105,34410,87838226.94
Andaman & Nicobar Islands,2020,4,Pincodes,744102,26694,76348598.32
Andaman & Nicobar Islands,2020,4,Pincodes,744202,10949,25543799.07
Andaman & Nicobar Islands,2020,4,Pincodes,744107,9743,18083250.19
Andaman & Nicobar Islands,2020,4,Pincodes,744104,7654,19126095.53
Andaman & Nicobar Islands,2020,4,Pincodes,744112,7016,15890275.05
Andaman & Nicobar Islands,2020,4,Pincodes,744205,5118,12002695.28
Andaman & Nicobar Islands,2020,4,Pincodes,744201,5011,6777275.54
Andaman & Nicobar Islands,2020,1,Districts,South Andaman,32713,134679396.91
Andaman & Nicobar Islands,2020,1,Districts,North And Middle Andaman,5674,14697371.62
Andaman & Nicobar Islands,2020,1,Districts,Nicobars,2911,12099543.77
Andaman & Nicobar Islands,2020,1,Pincodes,744101,11793,58229349.02
Andaman & Nicobar Islands,2020,1,Pincodes,744103,5870,22009443.07
Andaman & Nicobar Islands,2020,1,Pincodes,744105,4635,16774043.31
Andaman & Nicobar Islands,2020,1,Pincodes,744102,3820,14517706.12
Andaman & Nicobar Islands,2020,1,Pincodes,744211,1837,8425387.79
Andaman & Nicobar Islands,2020,1,Pincodes,744301,1819,6901162.11
Andaman & Nicobar Islands,2020,1,Pincodes,744202,1794,5037742.40
Andaman & Nicobar Islands,2020,1,Pincodes,744104,1302,5293130.29
Andaman & Nicobar Islands,2020,1,Pincodes,744201,1157,1242638.82
Andaman & Nicobar Islands,2020,1,Pincodes,744107,1043,2990354.44
Andaman & Nicobar Islands,2020,3,Districts,South Andaman,95323,282366109.21
Andaman & Nicobar Islands,2020,3,Districts,North And Middle Andaman,16747,33486883.37
Andaman & Nicobar Islands,2020,3,Districts,Nicobars,5413,22166453.75
Andaman & Nicobar Islands,2020,3,Pincodes,744101,24386,100439119.67
Andaman & Nicobar Islands,2020,3,Pincodes,744103,21272,60332278.69
Andaman & Nicobar Islands,2020,3,Pincodes,744105,17166,44061506.56
Andaman & Nicobar Islands,2020,3,Pincodes,744102,13934,43077189.84
Andaman & Nicobar Islands,2020,3,Pincodes,744202,5779,11975748.71
Andaman & Nicobar Islands,2020,3,Pincodes,744107,4753,7628018.67
Andaman & Nicobar Islands,2020,3,Pincodes,744104,3468,7353834.51
Andaman & Nicobar Islands,2020,3,Pincodes,744112,3422,6067986.70
Andaman & Nicobar Islands,2020,3,Pincodes,744301,3071,13352610.53
Andaman & Nicobar Islands,2020,3,Pincodes,744205,2991,7535645.79
Andaman & Nicobar Islands,2018,2,Districts,South Andaman,9395,23948235.52
Andaman & Nicobar Islands,2018,2,Districts,Nicobars,1120,3072436.91
Andaman & Nicobar Islands,2018,2,Districts,North And Middle Andaman,825,1317863.08
Andaman & Nicobar Islands,2018,2,Pincodes,744101,2701,6310089.92
Andaman & Nicobar Islands,2018,2,Pincodes,744103,1965,4752146.70
Andaman & Nicobar Islands,2018,2,Pincodes,744102,1525,5810267.57
Andaman & Nicobar Islands,2018,2,Pincodes,744105,997,2200332.97
Andaman & Nicobar Islands,2018,2,Pincodes,744301,767,1953749.38
Andaman & Nicobar Islands,2018,2,Pincodes,744104,659,1650346.19
Andaman & Nicobar Islands,2018,2,Pincodes,744107,594,1601569.98
Andaman & Nicobar Islands,2018,2,Pincodes,744112,432,578829.18
Andaman & Nicobar Islands,2018,2,Pincodes,744202,405,626523.98
Andaman & Nicobar Islands,2018,2,Pincodes,744302,291,1026590.07
Andaman & Nicobar Islands,2018,4,Districts,South Andaman,20136,75411840.80
Andaman & Nicobar Islands,2018,4,Districts,North And Middle Andaman,2137,7955635.92
Andaman & Nicobar Islands,2018,4,Districts,Nicobars,1485,7180859.35
Andaman & Nicobar Islands,2018,4,Pincodes,744101,4674,16392855.28
Andaman & Nicobar Islands,2018,4,Pincodes,744103,4576,17022520.26
Andaman & Nicobar Islands,2018,4,Pincodes,744102,3306,17019977.18
Andaman & Nicobar Islands,2018,4,Pincodes,744105,2513,9935282.83
Andaman & Nicobar Islands,2018,4,Pincodes,744104,1432,6091757.92
Andaman & Nicobar Islands,2018,4,Pincodes,744211,1225,3451359.61
Andaman & Nicobar Islands,2018,4,Pincodes,744301,928,4606293.66
Andaman & Nicobar Islands,2018,4,Pincodes,744112,759,2208675.04
Andaman & Nicobar Islands,2018,4,Pincodes,744107,747,1825659.51
Andaman & Nicobar Islands,2018,4,Pincodes,744202,702,3797054.17
Andaman & Nicobar Islands,2018,1,Districts,South Andaman,5688,12560249.34
Andaman & Nicobar Islands,2018,1,Districts,Nicobars,528,1139848.80
Andaman & Nicobar Islands,2018,1,Districts,North And Middle Andaman,442,931663.08
Andaman & Nicobar Islands,2018,1,Pincodes,744101,1622,2769297.90
Andaman & Nicobar Islands,2018,1,Pincodes,744103,1223,2238041.87
Andaman & Nicobar Islands,2018,1,Pincodes,744102,969,3519059.94
Andaman & Nicobar Islands,2018,1,Pincodes,744105,685,1298560.95
Andaman & Nicobar Islands,2018,1,Pincodes,744104,340,1039715.31
Andaman & Nicobar Islands,2018,1,Pincodes,744107,302,556059.53
Andaman & Nicobar Islands,2018,1,Pincodes,744301,283,445739.16
Andaman & Nicobar Islands,2018,1,Pincodes,744112,269,333709.57
Andaman & Nicobar Islands,2018,1,Pincodes,744202,193,238914.02
Andaman & Nicobar Islands,2018,1,Pincodes,744302,168,547469.65
Andaman & Nicobar Islands,2018,3,Districts,South Andaman,13511,44268112.46
Andaman & Nicobar Islands,2018,3,Districts,Nicobars,1471,6387829.15
Andaman & Nicobar Islands,2018,3,Districts,North And Middle Andaman,1283,4901529.52
Andaman & Nicobar Islands,2018,3,Pincodes,744101,3462,10833893.44
Andaman & Nicobar Islands,2018,3,Pincodes,744103,3182,10184154.36
Andaman & Nicobar Islands,2018,3,Pincodes,744102,2224,10365275.48
Andaman & Nicobar Islands,2018,3,Pincodes,744105,1613,5152534.08
Andaman & Nicobar Islands,2018,3,Pincodes,744104,1029,2588077.69
Andaman & Nicobar Islands,2018,3,Pincodes,744301,975,4256576.35
Andaman & Nicobar Islands,2018,3,Pincodes,744112,579,1145815.78
Andaman & Nicobar Islands,2018,3,Pincodes,744107,547,1492405.30
Andaman & Nicobar Islands,2018,3,Pincodes,744302,417,1976781.92
Andaman & Nicobar Islands,2018,3,Pincodes,744202,341,2099404.08
Andaman & Nicobar Islands,2022,2,Districts,South Andaman,954875,2357326563.36
Andaman & Nicobar Islands,2022,2,Districts,North And Middle Andaman,72573,195693167.79
Andaman & Nicobar Islands,2022,2,Districts,Nicobars,43769,132900618.93
Andaman & Nicobar Islands,2022,2,Pincodes,744101,252722,702122365.36
Andaman & Nicobar Islands,2022,2,Pincodes,744103,230746,561168775.56
Andaman & Nicobar Islands,2022,2,Pincodes,744105,176252,415796516.60
Andaman & Nicobar Islands,2022,2,Pincodes,744102,101551,240451609.19
Andaman & Nicobar Islands,2022,2,Pincodes,744104,47069,94335358.34
Andaman & Nicobar Islands,2022,2,Pincodes,744211,40245,108788594.63
Andaman & Nicobar Islands,2022,2,Pincodes,744107,36402,82851064.58
Andaman & Nicobar Islands,2022,2,Pincodes,744112,32548,70178309.13
Andaman & Nicobar Islands,2022,2,Pincodes,744202,27750,84587978.84
Andaman & Nicobar Islands,2022,2,Pincodes,744301,26170,74485462.68
Andaman & Nicobar Islands,2022,4,Districts,South Andaman,1835592,3600887266.10
Andaman & Nicobar Islands,2022,4,Districts,North And Middle Andaman,93297,241431284.36
Andaman & Nicobar Islands,2022,4,Districts,Nicobars,58646,142355853.97
Andaman & Nicobar Islands,2022,4,Pincodes,744104,684366,1309407988.29
Andaman & Nicobar Islands,2022,4,Pincodes,744103,304600,612929267.18
Andaman & Nicobar Islands,2022,4,Pincodes,744105,258097,505662756.11
Andaman & Nicobar Islands,2022,4,Pincodes,744101,243494,467192496.17
Andaman & Nicobar Islands,2022,4,Pincodes,744102,134923,264371699.74
Andaman & Nicobar Islands,2022,4,Pincodes,744211,56491,137253267.67
Andaman & Nicobar Islands,2022,4,Pincodes,744107,54192,104539818.47
Andaman & Nicobar Islands,2022,4,Pincodes,744112,46364,82461782.48
Andaman & Nicobar Islands,2022,4,Pincodes,744202,34689,94217164.86
Andaman & Nicobar Islands,2022,4,Pincodes,744301,33669,82466591.08
Andaman & Nicobar Islands,2022,1,Districts,South Andaman,705512,1872991195.90
Andaman & Nicobar Islands,2022,1,Districts,North And Middle Andaman,60059,161624878.52
Andaman & Nicobar Islands,2022,1,Districts,Nicobars,29177,94414127.65
Andaman & Nicobar Islands,2022,1,Pincodes,744101,209941,615978080.69
Andaman & Nicobar Islands,2022,1,Pincodes,744103,157230,399715980.14
Andaman & Nicobar Islands,2022,1,Pincodes,744105,122716,321850608.74
Andaman & Nicobar Islands,2022,1,Pincodes,744102,74883,193336549.94
Andaman & Nicobar Islands,2022,1,Pincodes,744104,32471,72915521.84
Andaman & Nicobar Islands,2022,1,Pincodes,744211,30272,86955570.59
Andaman & Nicobar Islands,2022,1,Pincodes,744107,25379,58776727.63
Andaman & Nicobar Islands,2022,1,Pincodes,744202,24022,68519268.78
Andaman & Nicobar Islands,2022,1,Pincodes,744112,23471,55469783.66
Andaman & Nicobar Islands,2022,1,Pincodes,744301,17630,56879992.28
Andaman & Nicobar Islands,2022,3,Districts,South Andaman,1455255,2967719400.85
Andaman & Nicobar Islands,2022,3,Districts,North And Middle Andaman,79574,211581970.34
Andaman & Nicobar Islands,2022,3,Districts,Nicobars,49550,131330400.95
Andaman & Nicobar Islands,2022,3,Pincodes,744104,497273,951370315.41
Andaman & Nicobar Islands,2022,3,Pincodes,744103,259994,545653686.31
Andaman & Nicobar Islands,2022,3,Pincodes,744101,213864,444967255.80
Andaman & Nicobar Islands,2022,3,Pincodes,744105,208055,438754611.54
Andaman & Nicobar Islands,2022,3,Pincodes,744102,114416,239581586.79
Andaman & Nicobar Islands,2022,3,Pincodes,744107,40466,85492008.49
Andaman & Nicobar Islands,2022,3,Pincodes,744112,38350,74030563.48
Andaman & Nicobar Islands,2022,3,Pincodes,744211,37918,89671382.07
Andaman & Nicobar Islands,2022,3,Pincodes,744202,29918,85509005.85
Andaman & Nicobar Islands,2022,3,Pincodes,744301,27668,70002553.35
Andaman & Nicobar Islands,2023,2,Districts,South Andaman,2417058,4297737197.00
Andaman & Nicobar Islands,2023,2,Districts,North And Middle Andaman,181149,462414675.00
Andaman & Nicobar Islands,2023,2,Districts,Nicobars,109568,230192364.00
Andaman & Nicobar Islands,2023,2,Pincodes,744103,597774,1119274409.00
Andaman & Nicobar Islands,2023,2,Pincodes,744105,507585,916209552.00
Andaman & Nicobar Islands,2023,2,Pincodes,744101,486154,824857096.00
Andaman & Nicobar Islands,2023,2,Pincodes,744102,269165,458977445.00
Andaman & Nicobar Islands,2023,2,Pincodes,744104,134785,205244167.00
Andaman & Nicobar Islands,2023,2,Pincodes,744107,114795,194986633.00
Andaman & Nicobar Islands,2023,2,Pincodes,744211,106510,222510323.00
Andaman & Nicobar Islands,2023,2,Pincodes,744112,89784,147571191.00
Andaman & Nicobar Islands,2023,2,Pincodes,744202,72315,211302035.00
Andaman & Nicobar Islands,2023,2,Pincodes,744301,63841,134197959.00
Andaman & Nicobar Islands,2023,4,Districts,South Andaman,3311962,5417264997.00
Andaman & Nicobar Islands,2023,4,Districts,North And Middle Andaman,230234,540759631.00
Andaman & Nicobar Islands,2023,4,Districts,Nicobars,153587,311527871.00
Andaman & Nicobar Islands,2023,4,Pincodes,744103,817988,1376084403.00
Andaman & Nicobar Islands,2023,4,Pincodes,744105,687868,1111327351.00
Andaman & Nicobar Islands,2023,4,Pincodes,744101,665217,1030639279.00
Andaman & Nicobar Islands,2023,4,Pincodes,744102,343773,550517935.00
Andaman & Nicobar Islands,2023,4,Pincodes,744211,208914,434254474.00
Andaman & Nicobar Islands,2023,4,Pincodes,744104,180753,276651786.00
Andaman & Nicobar Islands,2023,4,Pincodes,744107,150575,215238085.00
Andaman & Nicobar Islands,2023,4,Pincodes,744112,121589,178498997.00
Andaman & Nicobar Islands,2023,4,Pincodes,744301,92294,197278662.00
Andaman & Nicobar Islands,2023,4,Pincodes,744202,91113,233493969.00
Andaman & Nicobar Islands,2023,1,Districts,South Andaman,2030078,3867385426.00
Andaman & Nicobar Islands,2023,1,Districts,North And Middle Andaman,152187,392080332.00
Andaman & Nicobar Islands,2023,1,Districts,Nicobars,94127,202062829.00
Andaman & Nicobar Islands,2023,1,Pincodes,744103,503053,969594706.00
Andaman & Nicobar Islands,2023,1,Pincodes,744105,418090,774570559.00
Andaman & Nicobar Islands,2023,1,Pincodes,744101,403456,749508057.00
Andaman & Nicobar Islands,2023,1,Pincodes,744102,222855,427240840.00
Andaman & Nicobar Islands,2023,1,Pincodes,744104,118286,201531285.00
Andaman & Nicobar Islands,2023,1,Pincodes,744211,107424,263885620.00
Andaman & Nicobar Islands,2023,1,Pincodes,744107,92715,168098531.00
Andaman & Nicobar Islands,2023,1,Pincodes,744112,76246,131598911.00
Andaman & Nicobar Islands,2023,1,Pincodes,744202,59440,165959850.00
Andaman & Nicobar Islands,2023,1,Pincodes,744301,55605,111713635.00
Andaman & Nicobar Islands,2023,3,Districts,South Andaman,2771397,4462201588.00
Andaman & Nicobar Islands,2023,3,Districts,North And Middle Andaman,198547,495623030.00
Andaman & Nicobar Islands,2023,3,Districts,Nicobars,128432,253772173.00
Andaman & Nicobar Islands,2023,3,Pincodes,744103,697625,1158992204.00
Andaman & Nicobar Islands,2023,3,Pincodes,744105,594280,962825309.00
Andaman & Nicobar Islands,2023,3,Pincodes,744101,561910,880223225.00
Andaman & Nicobar Islands,2023,3,Pincodes,744102,301979,500512890.00
Andaman & Nicobar Islands,2023,3,Pincodes,744104,144283,201467258.00
Andaman & Nicobar Islands,2023,3,Pincodes,744107,126430,192271794.00
Andaman & Nicobar Islands,2023,3,Pincodes,744211,122188,205773943.00
Andaman & Nicobar Islands,2023,3,Pincodes,744112,102093,142609621.00
Andaman & Nicobar Islands,2023,3,Pincodes,744202,81233,229651761.00
Andaman & Nicobar Islands,2023,3,Pincodes,744301,72307,142757567.00
Andhra Pradesh,2024,2,Districts,Visakhapatnam,260339876,378402015204.00
Andhra Pradesh,2024,2,Districts,Krishna,206843456,335127419350.00
Andhra Pradesh,2024,2,Districts,East Godavari,197431466,319787453310.00
Andhra Pradesh,2024,2,Districts,Chittoor,194201427,307619765473.00
Andhra Pradesh,2024,2,Districts,Guntur,191134818,314056718623.00
Andhra Pradesh,2024,2,Districts,West Godavari,143617131,249493284812.00
Andhra Pradesh,2024,2,Districts,Anantapur,136536485,225723880453.00
Andhra Pradesh,2024,2,Districts,Kurnool,127978397,213990808953.00
