State,Year,Quarter,Device_Brand,User_Count,Registered_Users,App_Opens
Andaman & Nicobar Islands,2024,2,Nill,0,0,0
Andaman & Nicobar Islands,2024,4,Nill,0,0,0
Andaman & Nicobar Islands,2024,1,Nill,0,0,0
Andaman & Nicobar Islands,2024,3,Nill,0,0,0
Andaman & Nicobar Islands,2019,2,Xiaomi,5296,0,0
Andaman & Nicobar Islands,2019,2,Samsung,4165,0,0
Andaman & Nicobar Islands,2019,2,Vivo,4102,0,0
Andaman & Nicobar Islands,2019,2,Oppo,1905,0,0
Andaman & Nicobar Islands,2019,2,Realme,1012,0,0
Andaman & Nicobar Islands,2019,2,OnePlus,950,0,0
Andaman & Nicobar Islands,2019,2,Huawei,644,0,0
Andaman & Nicobar Islands,2019,2,Motorola,630,0,0
Andaman & Nicobar Islands,2019,2,Apple,569,0,0
Andaman & Nicobar Islands,2019,2,Lenovo,477,0,0
Andaman & Nicobar Islands,2019,2,Others,1981,0,0
Andaman & Nicobar Islands,2019,4,Xiaomi,6259,0,0
Andaman & Nicobar Islands,2019,4,Vivo,5190,0,0
Andaman & Nicobar Islands,2019,4,Samsung,4900,0,0
Andaman & Nicobar Islands,2019,4,Oppo,2329,0,0
Andaman & Nicobar Islands,2019,4,Realme,1329,0,0
Andaman & Nicobar Islands,2019,4,OnePlus,1124,0,0
Andaman & Nicobar Islands,2019,4,Huawei,798,0,0
Andaman & Nicobar Islands,2019,4,Motorola,682,0,0
Andaman & Nicobar Islands,2019,4,Apple,678,0,0
Andaman & Nicobar Islands,2019,4,Lenovo,488,0,0
Andaman & Nicobar Islands,2019,4,Others,2183,0,0
Andaman & Nicobar Islands,2019,1,Xiaomi,4576,0,0
Andaman & Nicobar Islands,2019,1,Samsung,3567,0,0
Andaman & Nicobar Islands,2019,1,Vivo,3420,0,0
Andaman & Nicobar Islands,2019,1,Oppo,1600,0,0
Andaman & Nicobar Islands,2019,1,Realme,897,0,0
Andaman & Nicobar Islands,2019,1,OnePlus,855,0,0
Andaman & Nicobar Islands,2019,1,Motorola,561,0,0
Andaman & Nicobar Islands,2019,1,Apple,515,0,0
Andaman & Nicobar Islands,2019,1,Huawei,515,0,0
Andaman & Nicobar Islands,2019,1,Lenovo,426,0,0
Andaman & Nicobar Islands,2019,1,Others,1664,0,0
Andaman & Nicobar Islands,2019,3,Xiaomi,5819,0,0
Andaman & Nicobar Islands,2019,3,Vivo,4685,0,0
Andaman & Nicobar Islands,2019,3,Samsung,4508,0,0
Andaman & Nicobar Islands,2019,3,Oppo,2108,0,0
Andaman & Nicobar Islands,2019,3,Realme,1158,0,0
Andaman & Nicobar Islands,2019,3,OnePlus,1045,0,0
Andaman & Nicobar Islands,2019,3,Huawei,725,0,0
Andaman & Nicobar Islands,2019,3,Motorola,660,0,0
Andaman & Nicobar Islands,2019,3,Apple,630,0,0
Andaman & Nicobar Islands,2019,3,Lenovo,483,0,0
Andaman & Nicobar Islands,2019,3,Others,2110,0,0
Andaman & Nicobar Islands,2021,2,Vivo,15056,0,0
Andaman & Nicobar Islands,2021,2,Xiaomi,14788,0,0
Andaman & Nicobar Islands,2021,2,Samsung,11476,0,0
Andaman & Nicobar Islands,2021,2,Oppo,5456,0,0
Andaman & Nicobar Islands,2021,2,Realme,4034,0,0
Andaman & Nicobar Islands,2021,2,OnePlus,1981,0,0
Andaman & Nicobar Islands,2021,2,Huawei,1559,0,0
Andaman & Nicobar Islands,2021,2,Apple,1153,0,0
Andaman & Nicobar Islands,2021,2,Motorola,1054,0,0
Andaman & Nicobar Islands,2021,2,Tecno,974,0,0
Andaman & Nicobar Islands,2021,2,Others,4564,0,0
Andaman & Nicobar Islands,2021,4,Vivo,17597,0,0
Andaman & Nicobar Islands,2021,4,Xiaomi,16968,0,0
Andaman & Nicobar Islands,2021,4,Samsung,12574,0,0
Andaman & Nicobar Islands,2021,4,Oppo,6127,0,0
Andaman & Nicobar Islands,2021,4,Realme,5830,0,0
Andaman & Nicobar Islands,2021,4,OnePlus,2691,0,0
Andaman & Nicobar Islands,2021,4,Apple,1490,0,0
Andaman & Nicobar Islands,2021,4,Huawei,1459,0,0
Andaman & Nicobar Islands,2021,4,Tecno,1417,0,0
Andaman & Nicobar Islands,2021,4,Motorola,1055,0,0
Andaman & Nicobar Islands,2021,4,Others,4572,0,0
Andaman & Nicobar Islands,2021,1,Vivo,13812,0,0
Andaman & Nicobar Islands,2021,1,Xiaomi,13714,0,0
Andaman & Nicobar Islands,2021,1,Samsung,10861,0,0
Andaman & Nicobar Islands,2021,1,Oppo,5158,0,0
Andaman & Nicobar Islands,2021,1,Realme,3419,0,0
Andaman & Nicobar Islands,2021,1,OnePlus,1773,0,0
Andaman & Nicobar Islands,2021,1,Huawei,1575,0,0
Andaman & Nicobar Islands,2021,1,Motorola,1062,0,0
Andaman & Nicobar Islands,2021,1,Apple,1056,0,0
Andaman & Nicobar Islands,2021,1,Tecno,796,0,0
Andaman & Nicobar Islands,2021,1,Others,4532,0,0
Andaman & Nicobar Islands,2021,3,Vivo,16411,0,0
Andaman & Nicobar Islands,2021,3,Xiaomi,15938,0,0
Andaman & Nicobar Islands,2021,3,Samsung,12028,0,0
Andaman & Nicobar Islands,2021,3,Oppo,5853,0,0
Andaman & Nicobar Islands,2021,3,Realme,4808,0,0
Andaman & Nicobar Islands,2021,3,OnePlus,2306,0,0
Andaman & Nicobar Islands,2021,3,Huawei,1567,0,0
Andaman & Nicobar Islands,2021,3,Apple,1283,0,0
Andaman & Nicobar Islands,2021,3,Tecno,1178,0,0
Andaman & Nicobar Islands,2021,3,Motorola,1017,0,0
Andaman & Nicobar Islands,2021,3,Others,4593,0,0
Andaman & Nicobar Islands,2020,2,Xiaomi,7805,0,0
Andaman & Nicobar Islands,2020,2,Vivo,7122,0,0
Andaman & Nicobar Islands,2020,2,Samsung,6030,0,0
Andaman & Nicobar Islands,2020,2,Oppo,2976,0,0
Andaman & Nicobar Islands,2020,2,Realme,1761,0,0
Andaman & Nicobar Islands,2020,2,OnePlus,1271,0,0
Andaman & Nicobar Islands,2020,2,Huawei,1005,0,0
Andaman & Nicobar Islands,2020,2,Apple,792,0,0
Andaman & Nicobar Islands,2020,2,Motorola,779,0,0
Andaman & Nicobar Islands,2020,2,Lenovo,552,0,0
Andaman & Nicobar Islands,2020,2,Others,2617,0,0
Andaman & Nicobar Islands,2020,4,Xiaomi,12398,0,0
Andaman & Nicobar Islands,2020,4,Vivo,12275,0,0
Andaman & Nicobar Islands,2020,4,Samsung,9938,0,0
Andaman & Nicobar Islands,2020,4,Oppo,4723,0,0
Andaman & Nicobar Islands,2020,4,Realme,2996,0,0
Andaman & Nicobar Islands,2020,4,OnePlus,1638,0,0
Andaman & Nicobar Islands,2020,4,Huawei,1472,0,0
Andaman & Nicobar Islands,2020,4,Motorola,1032,0,0
Andaman & Nicobar Islands,2020,4,Apple,973,0,0
Andaman & Nicobar Islands,2020,4,Lenovo,708,0,0
Andaman & Nicobar Islands,2020,4,Others,4243,0,0
Andaman & Nicobar Islands,2020,1,Xiaomi,6803,0,0
Andaman & Nicobar Islands,2020,1,Vivo,5880,0,0
Andaman & Nicobar Islands,2020,1,Samsung,5335,0,0
Andaman & Nicobar Islands,2020,1,Oppo,2557,0,0
Andaman & Nicobar Islands,2020,1,Realme,1511,0,0
Andaman & Nicobar Islands,2020,1,OnePlus,1184,0,0
Andaman & Nicobar Islands,2020,1,Huawei,891,0,0
Andaman & Nicobar Islands,2020,1,Apple,735,0,0
Andaman & Nicobar Islands,2020,1,Motorola,715,0,0
Andaman & Nicobar Islands,2020,1,Lenovo,500,0,0
Andaman & Nicobar Islands,2020,1,Others,2257,0,0
Andaman & Nicobar Islands,2020,3,Xiaomi,9794,0,0
Andaman & Nicobar Islands,2020,3,Vivo,9556,0,0
Andaman & Nicobar Islands,2020,3,Samsung,7572,0,0
Andaman & Nicobar Islands,2020,3,Oppo,3730,0,0
Andaman & Nicobar Islands,2020,3,Realme,2285,0,0
Andaman & Nicobar Islands,2020,3,OnePlus,1440,0,0
Andaman & Nicobar Islands,2020,3,Huawei,1213,0,0
Andaman & Nicobar Islands,2020,3,Motorola,907,0,0
Andaman & Nicobar Islands,2020,3,Apple,870,0,0
Andaman & Nicobar Islands,2020,3,Lenovo,606,0,0
Andaman & Nicobar Islands,2020,3,Others,3362,0,0
Andaman & Nicobar Islands,2018,2,Xiaomi,2303,0,0
Andaman & Nicobar Islands,2018,2,Samsung,1923,0,0
Andaman & Nicobar Islands,2018,2,Vivo,1523,0,0
Andaman & Nicobar Islands,2018,2,Oppo,708,0,0
Andaman & Nicobar Islands,2018,2,OnePlus,466,0,0
Andaman & Nicobar Islands,2018,2,Realme,465,0,0
Andaman & Nicobar Islands,2018,2,Motorola,319,0,0
Andaman & Nicobar Islands,2018,2,Apple,308,0,0
Andaman & Nicobar Islands,2018,2,Lenovo,244,0,0
Andaman & Nicobar Islands,2018,2,Huawei,230,0,0
Andaman & Nicobar Islands,2018,2,Others,916,0,0
Andaman & Nicobar Islands,2018,4,Xiaomi,3719,0,0
Andaman & Nicobar Islands,2018,4,Samsung,2936,0,0
Andaman & Nicobar Islands,2018,4,Vivo,2742,0,0
Andaman & Nicobar Islands,2018,4,Oppo,1268,0,0
Andaman & Nicobar Islands,2018,4,Realme,760,0,0
Andaman & Nicobar Islands,2018,4,OnePlus,721,0,0
Andaman & Nicobar Islands,2018,4,Motorola,474,0,0
Andaman & Nicobar Islands,2018,4,Apple,455,0,0
Andaman & Nicobar Islands,2018,4,Huawei,398,0,0
Andaman & Nicobar Islands,2018,4,Lenovo,377,0,0
Andaman & Nicobar Islands,2018,4,Others,1372,0,0
Andaman & Nicobar Islands,2018,1,Xiaomi,1665,0,0
Andaman & Nicobar Islands,2018,1,Samsung,1445,0,0
Andaman & Nicobar Islands,2018,1,Vivo,982,0,0
Andaman & Nicobar Islands,2018,1,Oppo,501,0,0
Andaman & Nicobar Islands,2018,1,OnePlus,332,0,0
Andaman & Nicobar Islands,2018,1,Realme,316,0,0
Andaman & Nicobar Islands,2018,1,Apple,229,0,0
Andaman & Nicobar Islands,2018,1,Motorola,226,0,0
Andaman & Nicobar Islands,2018,1,Lenovo,202,0,0
Andaman & Nicobar Islands,2018,1,Huawei,158,0,0
Andaman & Nicobar Islands,2018,1,Others,684,0,0
Andaman & Nicobar Islands,2018,3,Xiaomi,2950,0,0
Andaman & Nicobar Islands,2018,3,Samsung,2409,0,0
Andaman & Nicobar Islands,2018,3,Vivo,2063,0,0
Andaman & Nicobar Islands,2018,3,Oppo,988,0,0
Andaman & Nicobar Islands,2018,3,OnePlus,617,0,0
Andaman & Nicobar Islands,2018,3,Realme,603,0,0
Andaman & Nicobar Islands,2018,3,Motorola,390,0,0
Andaman & Nicobar Islands,2018,3,Apple,371,0,0
Andaman & Nicobar Islands,2018,3,Huawei,314,0,0
Andaman & Nicobar Islands,2018,3,Lenovo,299,0,0
Andaman & Nicobar Islands,2018,3,Others,1145,0,0
Andaman & Nicobar Islands,2022,2,Nill,0,0,0
Andaman & Nicobar Islands,2022,4,Nill,0,0,0
Andaman & Nicobar Islands,2022,1,Vivo,18688,0,0
Andaman & Nicobar Islands,2022,1,Xiaomi,17957,0,0
Andaman & Nicobar Islands,2022,1,Samsung,12955,0,0
Andaman & Nicobar Islands,2022,1,Realme,6769,0,0
Andaman & Nicobar Islands,2022,1,Oppo,6461,0,0
Andaman & Nicobar Islands,2022,1,OnePlus,3005,0,0
Andaman & Nicobar Islands,2022,1,Tecno,1770,0,0
Andaman & Nicobar Islands,2022,1,Apple,1634,0,0
Andaman & Nicobar Islands,2022,1,Huawei,1441,0,0
Andaman & Nicobar Islands,2022,1,Motorola,1050,0,0
Andaman & Nicobar Islands,2022,1,Others,4558,0,0
Andaman & Nicobar Islands,2022,3,Nill,0,0,0
Andaman & Nicobar Islands,2023,2,Nill,0,0,0
Andaman & Nicobar Islands,2023,4,Nill,0,0,0
Andaman & Nicobar Islands,2023,1,Nill,0,0,0
Andaman & Nicobar Islands,2023,3,Nill,0,0,0
Andhra Pradesh,2024,2,Nill,0,0,0
Andhra Pradesh,2024,4,Nill,0,0,0
Andhra Pradesh,2024,1,Nill,0,0,0
Andhra Pradesh,2024,3,Nill,0,0,0
Andhra Pradesh,2019,2,Xiaomi,2389374,0,0
Andhra Pradesh,2019,2,Samsung,1914378,0,0
Andhra Pradesh,2019,2,Vivo,1466695,0,0
Andhra Pradesh,2019,2,Oppo,963352,0,0
Andhra Pradesh,2019,2,Realme,641519,0,0
Andhra Pradesh,2019,2,Motorola,324778,0,0
Andhra Pradesh,2019,2,Apple,264860,0,0
Andhra Pradesh,2019,2,OnePlus,254273,0,0
Andhra Pradesh,2019,2,Huawei,250859,0,0
Andhra Pradesh,2019,2,Lenovo,189151,0,0
Andhra Pradesh,2019,2,Others,729764,0,0
Andhra Pradesh,2019,4,Xiaomi,2985953,0,0
Andhra Pradesh,2019,4,Samsung,2379139,0,0
Andhra Pradesh,2019,4,Vivo,1922141,0,0
Andhra Pradesh,2019,4,Oppo,1241235,0,0
Andhra Pradesh,2019,4,Realme,844668,0,0
Andhra Pradesh,2019,4,Motorola,381692,0,0
Andhra Pradesh,2019,4,Huawei,317290,0,0
Andhra Pradesh,2019,4,Apple,308354,0,0
Andhra Pradesh,2019,4,OnePlus,286412,0,0
Andhra Pradesh,2019,4,Lenovo,208785,0,0
Andhra Pradesh,2019,4,Others,882214,0,0
Andhra Pradesh,2019,1,Xiaomi,2110547,0,0
Andhra Pradesh,2019,1,Samsung,1688342,0,0
Andhra Pradesh,2019,1,Vivo,1262871,0,0
Andhra Pradesh,2019,1,Oppo,835541,0,0
Andhra Pradesh,2019,1,Realme,564832,0,0
Andhra Pradesh,2019,1,Motorola,291830,0,0
Andhra Pradesh,2019,1,Apple,241108,0,0
Andhra Pradesh,2019,1,OnePlus,237269,0,0
Andhra Pradesh,2019,1,Huawei,220082,0,0
Andhra Pradesh,2019,1,Lenovo,171471,0,0
Andhra Pradesh,2019,1,Others,659126,0,0
Andhra Pradesh,2019,3,Xiaomi,2656468,0,0
Andhra Pradesh,2019,3,Samsung,2123659,0,0
Andhra Pradesh,2019,3,Vivo,1674109,0,0
Andhra Pradesh,2019,3,Oppo,1087660,0,0
Andhra Pradesh,2019,3,Realme,727964,0,0
Andhra Pradesh,2019,3,Motorola,348910,0,0
Andhra Pradesh,2019,3,Apple,286412,0,0
Andhra Pradesh,2019,3,Huawei,282587,0,0
Andhra Pradesh,2019,3,OnePlus,271100,0,0
Andhra Pradesh,2019,3,Lenovo,194180,0,0
Andhra Pradesh,2019,3,Others,805644,0,0
Andhra Pradesh,2021,2,Xiaomi,4937684,0,0
Andhra Pradesh,2021,2,Samsung,3798250,0,0
Andhra Pradesh,2021,2,Vivo,3572140,0,0
Andhra Pradesh,2021,2,Oppo,2173037,0,0
Andhra Pradesh,2021,2,Realme,1817804,0,0
Andhra Pradesh,2021,2,Motorola,503072,0,0
Andhra Pradesh,2021,2,Apple,450689,0,0
Andhra Pradesh,2021,2,Huawei,440324,0,0
Andhra Pradesh,2021,2,OnePlus,394851,0,0
Andhra Pradesh,2021,2,Lenovo,261201,0,0
Andhra Pradesh,2021,2,Others,1271853,0,0
Andhra Pradesh,2021,4,Xiaomi,5518238,0,0
Andhra Pradesh,2021,4,Vivo,4381023,0,0
Andhra Pradesh,2021,4,Samsung,4017419,0,0
Andhra Pradesh,2021,4,Oppo,2580845,0,0
Andhra Pradesh,2021,4,Realme,2528884,0,0
Andhra Pradesh,2021,4,Apple,544986,0,0
Andhra Pradesh,2021,4,OnePlus,525373,0,0
Andhra Pradesh,2021,4,Motorola,474422,0,0
Andhra Pradesh,2021,4,Huawei,409934,0,0
Andhra Pradesh,2021,4,Lenovo,224391,0,0
Andhra Pradesh,2021,4,Others,1283514,0,0
Andhra Pradesh,2021,1,Xiaomi,4644641,0,0
Andhra Pradesh,2021,1,Samsung,3635596,0,0
Andhra Pradesh,2021,1,Vivo,3245151,0,0
Andhra Pradesh,2021,1,Oppo,2010506,0,0
Andhra Pradesh,2021,1,Realme,1531645,0,0
Andhra Pradesh,2021,1,Motorola,518115,0,0
Andhra Pradesh,2021,1,Huawei,455604,0,0
Andhra Pradesh,2021,1,Apple,421002,0,0
Andhra Pradesh,2021,1,OnePlus,355922,0,0
Andhra Pradesh,2021,1,Lenovo,277980,0,0
Andhra Pradesh,2021,1,Others,1267571,0,0
Andhra Pradesh,2021,3,Xiaomi,5256707,0,0
Andhra Pradesh,2021,3,Vivo,3981492,0,0
Andhra Pradesh,2021,3,Samsung,3911188,0,0
Andhra Pradesh,2021,3,Oppo,2382363,0,0
Andhra Pradesh,2021,3,Realme,2134616,0,0
Andhra Pradesh,2021,3,Motorola,486971,0,0
Andhra Pradesh,2021,3,Apple,480993,0,0
Andhra Pradesh,2021,3,OnePlus,459011,0,0
Andhra Pradesh,2021,3,Huawei,435214,0,0
Andhra Pradesh,2021,3,Lenovo,245241,0,0
Andhra Pradesh,2021,3,Others,1286102,0,0
Andhra Pradesh,2020,2,Xiaomi,3635594,0,0
Andhra Pradesh,2020,2,Samsung,2888149,0,0
Andhra Pradesh,2020,2,Vivo,2409399,0,0
Andhra Pradesh,2020,2,Oppo,1535129,0,0
Andhra Pradesh,2020,2,Realme,1072165,0,0
Andhra Pradesh,2020,2,Motorola,445380,0,0
Andhra Pradesh,2020,2,Huawei,379220,0,0
Andhra Pradesh,2020,2,Apple,348938,0,0
Andhra Pradesh,2020,2,OnePlus,309208,0,0
Andhra Pradesh,2020,2,Lenovo,243288,0,0
Andhra Pradesh,2020,2,Others,1053205,0,0
Andhra Pradesh,2020,4,Xiaomi,4325662,0,0
Andhra Pradesh,2020,4,Samsung,3419866,0,0
Andhra Pradesh,2020,4,Vivo,2950572,0,0
Andhra Pradesh,2020,4,Oppo,1856052,0,0
Andhra Pradesh,2020,4,Realme,1361491,0,0
Andhra Pradesh,2020,4,Motorola,506158,0,0
Andhra Pradesh,2020,4,Huawei,437125,0,0
Andhra Pradesh,2020,4,Apple,394191,0,0
Andhra Pradesh,2020,4,OnePlus,336518,0,0
Andhra Pradesh,2020,4,Lenovo,276671,0,0
Andhra Pradesh,2020,4,Others,1212259,0,0
Andhra Pradesh,2020,1,Xiaomi,3307542,0,0
Andhra Pradesh,2020,1,Samsung,2622762,0,0
Andhra Pradesh,2020,1,Vivo,2165012,0,0
Andhra Pradesh,2020,1,Oppo,1387060,0,0
Andhra Pradesh,2020,1,Realme,960418,0,0
Andhra Pradesh,2020,1,Motorola,411062,0,0
Andhra Pradesh,2020,1,Huawei,348324,0,0
Andhra Pradesh,2020,1,Apple,329329,0,0
Andhra Pradesh,2020,1,OnePlus,298911,0,0
Andhra Pradesh,2020,1,Lenovo,227154,0,0
Andhra Pradesh,2020,1,Others,964486,0,0
Andhra Pradesh,2020,3,Xiaomi,3978789,0,0
Andhra Pradesh,2020,3,Samsung,3154020,0,0
Andhra Pradesh,2020,3,Vivo,2687996,0,0
Andhra Pradesh,2020,3,Oppo,1695723,0,0
Andhra Pradesh,2020,3,Realme,1207622,0,0
Andhra Pradesh,2020,3,Motorola,477313,0,0
Andhra Pradesh,2020,3,Huawei,408520,0,0
Andhra Pradesh,2020,3,Apple,370327,0,0
Andhra Pradesh,2020,3,OnePlus,322028,0,0
Andhra Pradesh,2020,3,Lenovo,260912,0,0
Andhra Pradesh,2020,3,Others,1129155,0,0
Andhra Pradesh,2018,2,Xiaomi,1113800,0,0
Andhra Pradesh,2018,2,Samsung,903290,0,0
Andhra Pradesh,2018,2,Vivo,586965,0,0
Andhra Pradesh,2018,2,Oppo,410549,0,0
Andhra Pradesh,2018,2,Realme,305964,0,0
Andhra Pradesh,2018,2,Motorola,169847,0,0
Andhra Pradesh,2018,2,OnePlus,155418,0,0
Andhra Pradesh,2018,2,Apple,151847,0,0
Andhra Pradesh,2018,2,Lenovo,107441,0,0
Andhra Pradesh,2018,2,Huawei,102929,0,0
Andhra Pradesh,2018,2,Others,394490,0,0
Andhra Pradesh,2018,4,Xiaomi,1753802,0,0
Andhra Pradesh,2018,4,Samsung,1388061,0,0
Andhra Pradesh,2018,4,Vivo,1011185,0,0
Andhra Pradesh,2018,4,Oppo,675093,0,0
Andhra Pradesh,2018,4,Realme,476746,0,0
Andhra Pradesh,2018,4,Motorola,250601,0,0
Andhra Pradesh,2018,4,OnePlus,210161,0,0
Andhra Pradesh,2018,4,Apple,209737,0,0
Andhra Pradesh,2018,4,Huawei,176237,0,0
Andhra Pradesh,2018,4,Lenovo,149583,0,0
Andhra Pradesh,2018,4,Others,556203,0,0
Andhra Pradesh,2018,1,Xiaomi,836581,0,0
Andhra Pradesh,2018,1,Samsung,683687,0,0
Andhra Pradesh,2018,1,Vivo,425959,0,0
Andhra Pradesh,2018,1,Oppo,304487,0,0
Andhra Pradesh,2018,1,Realme,236646,0,0
Andhra Pradesh,2018,1,Motorola,129739,0,0
Andhra Pradesh,2018,1,OnePlus,129421,0,0
Andhra Pradesh,2018,1,Apple,123274,0,0
Andhra Pradesh,2018,1,Lenovo,84138,0,0
Andhra Pradesh,2018,1,Huawei,76654,0,0
Andhra Pradesh,2018,1,Others,305864,0,0
Andhra Pradesh,2018,3,Xiaomi,1385112,0,0
Andhra Pradesh,2018,3,Samsung,1103186,0,0
Andhra Pradesh,2018,3,Vivo,761793,0,0
Andhra Pradesh,2018,3,Oppo,518120,0,0
Andhra Pradesh,2018,3,Realme,379712,0,0
Andhra Pradesh,2018,3,Motorola,203756,0,0
Andhra Pradesh,2018,3,OnePlus,181364,0,0
Andhra Pradesh,2018,3,Apple,175343,0,0
Andhra Pradesh,2018,3,Huawei,134429,0,0
Andhra Pradesh,2018,3,Lenovo,122489,0,0
Andhra Pradesh,2018,3,Others,462313,0,0
Andhra Pradesh,2022,2,Nill,0,0,0
Andhra Pradesh,2022,4,Nill,0,0,0
Andhra Pradesh,2022,1,Xiaomi,5743382,0,0
Andhra Pradesh,2022,1,Vivo,4772765,0,0
Andhra Pradesh,2022,1,Samsung,4124296,0,0
Andhra Pradesh,2022,1,Realme,2864092,0,0
Andhra Pradesh,2022,1,Oppo,2780974,0,0
Andhra Pradesh,2022,1,Apple,594003,0,0
Andhra Pradesh,2022,1,OnePlus,580737,0,0
Andhra Pradesh,2022,1,Motorola,463652,0,0
Andhra Pradesh,2022,1,Huawei,401477,0,0
Andhra Pradesh,2022,1,Lenovo,222586,0,0
Andhra Pradesh,2022,1,Others,1309987,0,0
Andhra Pradesh,2022,3,Nill,0,0,0
Andhra Pradesh,2023,2,Nill,0,0,0
Andhra Pradesh,2023,4,Nill,0,0,0
Andhra Pradesh,2023,1,Nill,0,0,0
Andhra Pradesh,2023,3,Nill,0,0,0
Arunachal Pradesh,2024,2,Nill,0,0,0
Arunachal Pradesh,2024,4,Nill,0,0,0
Arunachal Pradesh,2024,1,Nill,0,0,0
Arunachal Pradesh,2024,3,Nill,0,0,0
Arunachal Pradesh,2019,2,Xiaomi,23326,0,0
Arunachal Pradesh,2019,2,Samsung,19719,0,0
Arunachal Pradesh,2019,2,Vivo,18958,0,0
Arunachal Pradesh,2019,2,Oppo,13678,0,0
Arunachal Pradesh,2019,2,Realme,5425,0,0
Arunachal Pradesh,2019,2,Apple,2169,0,0
Arunachal Pradesh,2019,2,Gionee,1608,0,0
Arunachal Pradesh,2019,2,Motorola,1404,0,0
Arunachal Pradesh,2019,2,OnePlus,1251,0,0
Arunachal Pradesh,2019,2,Huawei,1175,0,0
Arunachal Pradesh,2019,2,Others,7172,0,0
Arunachal Pradesh,2019,4,Xiaomi,31369,0,0
Arunachal Pradesh,2019,4,Vivo,26787,0,0
Arunachal Pradesh,2019,4,Samsung,26087,0,0
Arunachal Pradesh,2019,4,Oppo,19208,0,0
Arunachal Pradesh,2019,4,Realme,7743,0,0
Arunachal Pradesh,2019,4,Apple,2811,0,0
Arunachal Pradesh,2019,4,Gionee,1983,0,0
Arunachal Pradesh,2019,4,Motorola,1637,0,0
Arunachal Pradesh,2019,4,Huawei,1581,0,0
Arunachal Pradesh,2019,4,OnePlus,1535,0,0
Arunachal Pradesh,2019,4,Others,8580,0,0
Arunachal Pradesh,2019,1,Xiaomi,18809,0,0
Arunachal Pradesh,2019,1,Samsung,15537,0,0
Arunachal Pradesh,2019,1,Vivo,14892,0,0
Arunachal Pradesh,2019,1,Oppo,10738,0,0
Arunachal Pradesh,2019,1,Realme,4413,0,0
Arunachal Pradesh,2019,1,Apple,1870,0,0
Arunachal Pradesh,2019,1,Gionee,1310,0,0
Arunachal Pradesh,2019,1,Motorola,1137,0,0
Arunachal Pradesh,2019,1,OnePlus,1114,0,0
Arunachal Pradesh,2019,1,Huawei,972,0,0
Arunachal Pradesh,2019,1,Others,6165,0,0
Arunachal Pradesh,2019,3,Xiaomi,27394,0,0
Arunachal Pradesh,2019,3,Vivo,22731,0,0
Arunachal Pradesh,2019,3,Samsung,22720,0,0
Arunachal Pradesh,2019,3,Oppo,16262,0,0
Arunachal Pradesh,2019,3,Realme,6477,0,0
Arunachal Pradesh,2019,3,Apple,2509,0,0
Arunachal Pradesh,2019,3,Gionee,1800,0,0
Arunachal Pradesh,2019,3,Motorola,1561,0,0
Arunachal Pradesh,2019,3,OnePlus,1390,0,0
Arunachal Pradesh,2019,3,Huawei,1377,0,0
Arunachal Pradesh,2019,3,Others,7928,0,0
Arunachal Pradesh,2021,2,Vivo,63439,0,0
Arunachal Pradesh,2021,2,Xiaomi,61629,0,0
Arunachal Pradesh,2021,2,Samsung,51110,0,0
Arunachal Pradesh,2021,2,Oppo,42407,0,0
Arunachal Pradesh,2021,2,Realme,22481,0,0
Arunachal Pradesh,2021,2,Apple,5062,0,0
Arunachal Pradesh,2021,2,OnePlus,2622,0,0
Arunachal Pradesh,2021,2,Gionee,2510,0,0
Arunachal Pradesh,2021,2,Huawei,2408,0,0
Arunachal Pradesh,2021,2,Motorola,2229,0,0
Arunachal Pradesh,2021,2,Others,14675,0,0
Arunachal Pradesh,2021,4,Vivo,74157,0,0
Arunachal Pradesh,2021,4,Xiaomi,72002,0,0
Arunachal Pradesh,2021,4,Samsung,54367,0,0
Arunachal Pradesh,2021,4,Oppo,48973,0,0
Arunachal Pradesh,2021,4,Realme,31777,0,0
Arunachal Pradesh,2021,4,Apple,6342,0,0
Arunachal Pradesh,2021,4,OnePlus,3900,0,0
Arunachal Pradesh,2021,4,Gionee,2500,0,0
Arunachal Pradesh,2021,4,Huawei,2496,0,0
Arunachal Pradesh,2021,4,Motorola,2316,0,0
Arunachal Pradesh,2021,4,Others,16114,0,0
Arunachal Pradesh,2021,1,Vivo,58748,0,0
Arunachal Pradesh,2021,1,Xiaomi,57405,0,0
Arunachal Pradesh,2021,1,Samsung,48405,0,0
Arunachal Pradesh,2021,1,Oppo,39602,0,0
Arunachal Pradesh,2021,1,Realme,18658,0,0
Arunachal Pradesh,2021,1,Apple,4560,0,0
Arunachal Pradesh,2021,1,Gionee,2611,0,0
Arunachal Pradesh,2021,1,Huawei,2526,0,0
Arunachal Pradesh,2021,1,OnePlus,2342,0,0
Arunachal Pradesh,2021,1,Motorola,2224,0,0
Arunachal Pradesh,2021,1,Others,14159,0,0
Arunachal Pradesh,2021,3,Vivo,69301,0,0
Arunachal Pradesh,2021,3,Xiaomi,66832,0,0
Arunachal Pradesh,2021,3,Samsung,52621,0,0
Arunachal Pradesh,2021,3,Oppo,46021,0,0
Arunachal Pradesh,2021,3,Realme,26567,0,0
Arunachal Pradesh,2021,3,Apple,5574,0,0
Arunachal Pradesh,2021,3,OnePlus,3208,0,0
Arunachal Pradesh,2021,3,Gionee,2629,0,0
Arunachal Pradesh,2021,3,Huawei,2593,0,0
