State,District,Year,Quarter,Transaction_Count,Transaction_Amount
Andaman & Nicobar Islands,North And Middle Andaman District,2024,2,313301,676844858.00
Andaman & Nicobar Islands,South Andaman District,2024,2,4153251,6285248054.00
Andaman & Nicobar Islands,Nicobars District,2024,2,186672,333687418.00
Andaman & Nicobar Islands,North And Middle Andaman District,2024,4,411230,759100984.00
Andaman & Nicobar Islands,South Andaman District,2024,4,5419850,7760167334.00
Andaman & Nicobar Islands,Nicobar District,2024,4,232820,401676455.00
Andaman & Nicobar Islands,North And Middle Andaman District,2024,1,266400,601756070.00
Andaman & Nicobar Islands,South Andaman District,2024,1,3751724,5952049462.00
Andaman & Nicobar Islands,Nicobars District,2024,1,166796,305346303.00
Andaman & Nicobar Islands,North And Middle Andaman District,2024,3,364075,724234808.00
Andaman & Nicobar Islands,South Andaman District,2024,3,4704639,6567147442.00
Andaman & Nicobar Islands,Nicobar District,2024,3,210536,372462759.00
Andaman & Nicobar Islands,North And Middle Andaman District,2019,2,3371,8612103.00
Andaman & Nicobar Islands,South Andaman District,2019,2,28490,102530956.00
Andaman & Nicobar Islands,Nicobars District,2019,2,1828,9111651.00
Andaman & Nicobar Islands,North And Middle Andaman District,2019,4,4716,13524057.00
Andaman & Nicobar Islands,South Andaman District,2019,4,27843,110930312.00
Andaman & Nicobar Islands,Nicobars District,2019,4,2600,12384162.00
Andaman & Nicobar Islands,North And Middle Andaman District,2019,1,3264,9561709.00
Andaman & Nicobar Islands,South Andaman District,2019,1,25683,85501972.00
Andaman & Nicobar Islands,Nicobars District,2019,1,1539,7236060.00
Andaman & Nicobar Islands,North And Middle Andaman District,2019,3,4049,11481466.00
Andaman & Nicobar Islands,South Andaman District,2019,3,27421,91023888.00
Andaman & Nicobar Islands,Nicobars District,2019,3,2300,11566421.00
Andaman & Nicobar Islands,North And Middle Andaman District,2021,2,39200,90233389.00
Andaman & Nicobar Islands,South Andaman District,2021,2,286907,760893021.00
Andaman & Nicobar Islands,Nicobars District,2021,2,15307,48020607.00
Andaman & Nicobar Islands,North And Middle Andaman District,2021,4,53115,156486112.00
Andaman & Nicobar Islands,South Andaman District,2021,4,558571,1694794708.00
Andaman & Nicobar Islands,Nicobars District,2021,4,24437,81329281.00
Andaman & Nicobar Islands,North And Middle Andaman District,2021,1,27358,75027255.00
Andaman & Nicobar Islands,South Andaman District,2021,1,207092,669604045.00
Andaman & Nicobar Islands,Nicobars District,2021,1,10302,39075267.00
Andaman & Nicobar Islands,North And Middle Andaman District,2021,3,46592,118254866.00
Andaman & Nicobar Islands,South Andaman District,2021,3,382418,1116789011.00
Andaman & Nicobar Islands,Nicobars District,2021,3,20754,74980519.00
Andaman & Nicobar Islands,North And Middle Andaman District,2020,2,10979,22447714.00
Andaman & Nicobar Islands,South Andaman District,2020,2,48088,132855779.00
Andaman & Nicobar Islands,Nicobars District,2020,2,3895,14341509.00
Andaman & Nicobar Islands,North And Middle Andaman District,2020,4,29349,68941322.00
Andaman & Nicobar Islands,South Andaman District,2020,4,186494,523122463.00
Andaman & Nicobar Islands,Nicobars District,2020,4,8688,35218871.00
Andaman & Nicobar Islands,North And Middle Andaman District,2020,1,5674,14697372.00
Andaman & Nicobar Islands,South Andaman District,2020,1,32713,134679397.00
Andaman & Nicobar Islands,Nicobars District,2020,1,2911,12099544.00
Andaman & Nicobar Islands,North And Middle Andaman District,2020,3,16747,33486883.00
Andaman & Nicobar Islands,South Andaman District,2020,3,95323,282366109.00
Andaman & Nicobar Islands,Nicobars District,2020,3,5413,22166454.00
Andaman & Nicobar Islands,North And Middle Andaman District,2018,2,825,1317863.00
Andaman & Nicobar Islands,South Andaman District,2018,2,9395,23948236.00
Andaman & Nicobar Islands,Nicobars District,2018,2,1120,3072437.00
Andaman & Nicobar Islands,North And Middle Andaman District,2018,4,2137,7955636.00
Andaman & Nicobar Islands,South Andaman District,2018,4,20136,75411841.00
Andaman & Nicobar Islands,Nicobars District,2018,4,1485,7180859.00
Andaman & Nicobar Islands,North And Middle Andaman District,2018,1,442,931663.00
Andaman & Nicobar Islands,South Andaman District,2018,1,5688,12560249.00
Andaman & Nicobar Islands,Nicobars District,2018,1,528,1139849.00
Andaman & Nicobar Islands,North And Middle Andaman District,2018,3,1283,4901530.00
Andaman & Nicobar Islands,South Andaman District,2018,3,13511,44268112.00
Andaman & Nicobar Islands,Nicobars District,2018,3,1471,6387829.00
Andaman & Nicobar Islands,North And Middle Andaman District,2022,2,72573,195693168.00
Andaman & Nicobar Islands,South Andaman District,2022,2,954875,2357326563.00
Andaman & Nicobar Islands,Nicobars District,2022,2,43769,132900619.00
Andaman & Nicobar Islands,North And Middle Andaman District,2022,4,93297,241431284.00
Andaman & Nicobar Islands,South Andaman District,2022,4,1835592,3600887266.00
Andaman & Nicobar Islands,Nicobars District,2022,4,58646,142355854.00
Andaman & Nicobar Islands,North And Middle Andaman District,2022,1,60059,161624879.00
Andaman & Nicobar Islands,South Andaman District,2022,1,705512,1872991196.00
Andaman & Nicobar Islands,Nicobars District,2022,1,29177,94414128.00
Andaman & Nicobar Islands,North And Middle Andaman District,2022,3,79574,211581970.00
Andaman & Nicobar Islands,South Andaman District,2022,3,1455255,2967719401.00
Andaman & Nicobar Islands,Nicobars District,2022,3,49550,131330401.00
Andaman & Nicobar Islands,North And Middle Andaman District,2023,2,181149,462414675.00
Andaman & Nicobar Islands,South Andaman District,2023,2,2417058,4297737197.00
Andaman & Nicobar Islands,Nicobars District,2023,2,109568,230192364.00
Andaman & Nicobar Islands,North And Middle Andaman District,2023,4,230234,540759631.00
Andaman & Nicobar Islands,South Andaman District,2023,4,3311962,5417264997.00
Andaman & Nicobar Islands,Nicobars District,2023,4,153587,311527871.00
Andaman & Nicobar Islands,North And Middle Andaman District,2023,1,152187,392080332.00
Andaman & Nicobar Islands,South Andaman District,2023,1,2030078,3867385426.00
Andaman & Nicobar Islands,Nicobars District,2023,1,94127,202062829.00
Andaman & Nicobar Islands,North And Middle Andaman District,2023,3,198547,495623030.00
Andaman & Nicobar Islands,South Andaman District,2023,3,2771397,4462201588.00
Andaman & Nicobar Islands,Nicobars District,2023,3,128432,253772173.00
Andhra Pradesh,East Godavari District,2024,2,197431466,319787000000.00
Andhra Pradesh,Srikakulam District,2024,2,70555405,119668000000.00
Andhra Pradesh,Spsr Nellore District,2024,2,121146667,208460000000.00
Andhra Pradesh,Vizianagaram District,2024,2,64618416,106767000000.00
Andhra Pradesh,Visakhapatnam District,2024,2,260339876,378402000000.00
Andhra Pradesh,Prakasam District,2024,2,112437837,202731000000.00
Andhra Pradesh,Anantapur District,2024,2,136536485,225724000000.00
Andhra Pradesh,Ysr District,2024,2,103280919,200094000000.00
Andhra Pradesh,West Godavari District,2024,2,143617131,249493000000.00
Andhra Pradesh,Kurnool District,2024,2,127978397,213991000000.00
Andhra Pradesh,Chittoor District,2024,2,194201427,307620000000.00
Andhra Pradesh,Guntur District,2024,2,191134818,314057000000.00
Andhra Pradesh,Krishna District,2024,2,206843456,335127000000.00
Andhra Pradesh,East Godavari District,2024,4,96791979,147921000000.00
Andhra Pradesh,Srikakulam District,2024,4,68020232,104655000000.00
Andhra Pradesh,Visakhapatnam District,2024,4,229565019,302371000000.00
Andhra Pradesh,Sri Potti Sriramulu Nellore District,2024,4,114316424,182545000000.00
Andhra Pradesh,Kurnool District,2024,4,84094067,125401000000.00
Andhra Pradesh,Guntur District,2024,4,139286726,201755000000.00
Andhra Pradesh,Krishna District,2024,4,59157277,87816112495.00
Andhra Pradesh,Annamayya District,2024,4,67565763,115548000000.00
Andhra Pradesh,Ananthapuramu District,2024,4,100670947,151922000000.00
Andhra Pradesh,Vizianagaram District,2024,4,68941987,103241000000.00
Andhra Pradesh,Tirupati District,2024,4,159672169,217181000000.00
Andhra Pradesh,Alluri Sitharama Raju District,2024,4,16328675,22054853299.00
Andhra Pradesh,Nandyal District,2024,4,65846099,107237000000.00
Andhra Pradesh,Sri Sathyasai District,2024,4,59833855,91086871790.00
Andhra Pradesh,Palnadu District,2024,4,68725562,111367000000.00
Andhra Pradesh,Prakasam District,2024,4,90937455,149042000000.00
Andhra Pradesh,Parvathipuram Manyam District,2024,4,17808047,29400489754.00
Andhra Pradesh,Dr Br Ambedkar Konaseema District,2024,4,59479299,92702253484.00
Andhra Pradesh,Bapatla District,2024,4,50922968,79581355819.00
Andhra Pradesh,Ntr District,2024,4,171465537,247317000000.00
Andhra Pradesh,Kakinada District,2024,4,106856932,150518000000.00
Andhra Pradesh,Anakapalli District,2024,4,68465689,101421000000.00
Andhra Pradesh,Ysr District,2024,4,87733584,154462000000.00
Andhra Pradesh,West Godavari District,2024,4,80979438,126425000000.00
Andhra Pradesh,Eluru District,2024,4,92216645,140703000000.00
Andhra Pradesh,Chittoor District,2024,4,70763169,108341000000.00
Andhra Pradesh,East Godavari District,2024,1,179489444,306324000000.00
Andhra Pradesh,Srikakulam District,2024,1,66267698,118669000000.00
Andhra Pradesh,Spsr Nellore District,2024,1,108549115,190804000000.00
Andhra Pradesh,Vizianagaram District,2024,1,61170983,105673000000.00
Andhra Pradesh,Visakhapatnam District,2024,1,238418938,363342000000.00
Andhra Pradesh,Prakasam District,2024,1,99550457,187481000000.00
Andhra Pradesh,Anantapur District,2024,1,125240418,212682000000.00
Andhra Pradesh,Ysr District,2024,1,94211451,190227000000.00
Andhra Pradesh,West Godavari District,2024,1,127602250,228733000000.00
Andhra Pradesh,Kurnool District,2024,1,115036343,204806000000.00
Andhra Pradesh,Chittoor District,2024,1,179903083,289621000000.00
Andhra Pradesh,Guntur District,2024,1,173636233,297371000000.00
Andhra Pradesh,Krishna District,2024,1,186352072,316993000000.00
Andhra Pradesh,East Godavari District,2024,3,85529302,134055000000.00
Andhra Pradesh,Srikakulam District,2024,3,62184993,97813235035.00
Andhra Pradesh,Visakhapatnam District,2024,3,213106280,290037000000.00
Andhra Pradesh,Sri Potti Sriramulu Nellore District,2024,3,106917876,175836000000.00
Andhra Pradesh,Kurnool District,2024,3,76743327,116585000000.00
Andhra Pradesh,Guntur District,2024,3,127566851,190039000000.00
Andhra Pradesh,Krishna District,2024,3,53171206,79983950321.00
Andhra Pradesh,Annamayya District,2024,3,62848984,112658000000.00
Andhra Pradesh,Ananthapuramu District,2024,3,91820629,142914000000.00
Andhra Pradesh,Vizianagaram District,2024,3,62554001,95045716716.00
Andhra Pradesh,Tirupati District,2024,3,149968579,211448000000.00
Andhra Pradesh,Alluri Sitharama Raju District,2024,3,13047314,17711034657.00
Andhra Pradesh,Nandyal District,2024,3,58218141,94767854409.00
Andhra Pradesh,Sri Sathyasai District,2024,3,54635514,85171801342.00
Andhra Pradesh,Palnadu District,2024,3,63733956,103932000000.00
Andhra Pradesh,Prakasam District,2024,3,85310768,143771000000.00
Andhra Pradesh,Parvathipuram Manyam District,2024,3,16244017,26358426448.00
Andhra Pradesh,Dr Br Ambedkar Konaseema District,2024,3,51948055,82595773585.00
Andhra Pradesh,Bapatla District,2024,3,46247509,74276374977.00
Andhra Pradesh,Ntr District,2024,3,152140699,224873000000.00
Andhra Pradesh,Kakinada District,2024,3,95570509,138372000000.00
Andhra Pradesh,Anakapalli District,2024,3,62265420,94198852698.00
Andhra Pradesh,Ysr District,2024,3,81092780,147753000000.00
Andhra Pradesh,West Godavari District,2024,3,71827279,115940000000.00
Andhra Pradesh,Eluru District,2024,3,81354859,126434000000.00
Andhra Pradesh,Chittoor District,2024,3,65322514,104073000000.00
Andhra Pradesh,East Godavari District,2019,2,4699261,9116404622.00
Andhra Pradesh,Srikakulam District,2019,2,2019203,4066576540.00
Andhra Pradesh,Spsr Nellore District,2019,2,3141891,6880873007.00
Andhra Pradesh,Vizianagaram District,2019,2,2272320,4443041665.00
Andhra Pradesh,Visakhapatnam District,2019,2,11705738,20797479804.00
Andhra Pradesh,Prakasam District,2019,2,2670529,6262396448.00
Andhra Pradesh,Anantapur District,2019,2,3578836,7830782361.00
Andhra Pradesh,Ysr District,2019,2,2606284,6376856828.00
Andhra Pradesh,West Godavari District,2019,2,2402074,5676818259.00
Andhra Pradesh,Kurnool District,2019,2,3895824,7358285187.00
Andhra Pradesh,Chittoor District,2019,2,5983308,10982727976.00
Andhra Pradesh,Guntur District,2019,2,5005275,10405246943.00
Andhra Pradesh,Krishna District,2019,2,6428472,13437029116.00
Andhra Pradesh,East Godavari District,2019,4,9285739,16816774065.00
Andhra Pradesh,Srikakulam District,2019,4,3712555,6832369302.00
Andhra Pradesh,Spsr Nellore District,2019,4,5877804,11786014089.00
Andhra Pradesh,Vizianagaram District,2019,4,3998234,7175851807.00
Andhra Pradesh,Visakhapatnam District,2019,4,23594874,39133296330.00
Andhra Pradesh,Prakasam District,2019,4,4865473,10604077825.00
Andhra Pradesh,Anantapur District,2019,4,6764112,13887248889.00
Andhra Pradesh,Ysr District,2019,4,4793157,10865073856.00
Andhra Pradesh,West Godavari District,2019,4,4596479,9710614747.00
Andhra Pradesh,Kurnool District,2019,4,7001958,13233105729.00
Andhra Pradesh,Chittoor District,2019,4,11246986,19298476028.00
Andhra Pradesh,Guntur District,2019,4,9761330,18565626418.00
Andhra Pradesh,Krishna District,2019,4,11719402,23039786404.00
Andhra Pradesh,East Godavari District,2019,1,5440146,7382264725.00
Andhra Pradesh,Srikakulam District,2019,1,2526855,3407912878.00
Andhra Pradesh,Spsr Nellore District,2019,1,3333584,5161932216.00
Andhra Pradesh,Vizianagaram District,2019,1,2798241,3364576948.00
Andhra Pradesh,Visakhapatnam District,2019,1,9690866,13459857441.00
Andhra Pradesh,Prakasam District,2019,1,2931081,4807527779.00
Andhra Pradesh,Anantapur District,2019,1,3891336,6044730653.00
Andhra Pradesh,Ysr District,2019,1,2852197,4915811594.00
Andhra Pradesh,West Godavari District,2019,1,2829437,4623764455.00
Andhra Pradesh,Kurnool District,2019,1,4193432,5541564893.00
Andhra Pradesh,Chittoor District,2019,1,6486813,8223371732.00
Andhra Pradesh,Guntur District,2019,1,4846553,7765934169.00
Andhra Pradesh,Krishna District,2019,1,5443981,9061346433.00
Andhra Pradesh,East Godavari District,2019,3,6537303,11387726471.00
Andhra Pradesh,Srikakulam District,2019,3,2556296,4610131290.00
Andhra Pradesh,Spsr Nellore District,2019,3,4150195,8256600119.00
Andhra Pradesh,Vizianagaram District,2019,3,2861581,4922069039.00
Andhra Pradesh,Visakhapatnam District,2019,3,16694947,26944837120.00
Andhra Pradesh,Prakasam District,2019,3,3430750,7354502261.00
Andhra Pradesh,Anantapur District,2019,3,4889720,9554081289.00
Andhra Pradesh,Ysr District,2019,3,3296586,7447544274.00
Andhra Pradesh,West Godavari District,2019,3,3179541,6627629029.00
Andhra Pradesh,Kurnool District,2019,3,5139134,9025632779.00
Andhra Pradesh,Chittoor District,2019,3,8201783,13837455759.00
Andhra Pradesh,Guntur District,2019,3,6942304,13075661264.00
Andhra Pradesh,Krishna District,2019,3,8408474,16404073561.00
Andhra Pradesh,East Godavari District,2021,2,31717908,74604325864.00
Andhra Pradesh,Srikakulam District,2021,2,13546232,32298129545.00
Andhra Pradesh,Spsr Nellore District,2021,2,30290406,72283071757.00
Andhra Pradesh,Vizianagaram District,2021,2,12689494,29140685237.00
Andhra Pradesh,Visakhapatnam District,2021,2,54390299,114439000000.00
Andhra Pradesh,Prakasam District,2021,2,19944047,54535328043.00
Andhra Pradesh,Anantapur District,2021,2,25123346,60987487571.00
Andhra Pradesh,Ysr District,2021,2,18457361,52523527031.00
Andhra Pradesh,West Godavari District,2021,2,20950964,57233116236.00
Andhra Pradesh,Kurnool District,2021,2,21972396,56659287475.00
Andhra Pradesh,Chittoor District,2021,2,34344902,73654690122.00
Andhra Pradesh,Guntur District,2021,2,32968819,82356914464.00
Andhra Pradesh,Krishna District,2021,2,36370960,90021923050.00
Andhra Pradesh,East Godavari District,2021,4,48992531,106726000000.00
Andhra Pradesh,Srikakulam District,2021,4,18501857,39713657870.00
Andhra Pradesh,Spsr Nellore District,2021,4,41921081,92256405076.00
Andhra Pradesh,Vizianagaram District,2021,4,17253059,36577529465.00
Andhra Pradesh,Visakhapatnam District,2021,4,82711538,159530000000.00
Andhra Pradesh,Prakasam District,2021,4,27858275,71323060008.00
Andhra Pradesh,Anantapur District,2021,4,36129136,81239787007.00
Andhra Pradesh,Ysr District,2021,4,26340348,69081850069.00
Andhra Pradesh,West Godavari District,2021,4,33235175,81292461575.00
Andhra Pradesh,Kurnool District,2021,4,31782248,73968947670.00
Andhra Pradesh,Chittoor District,2021,4,51119640,103986000000.00
Andhra Pradesh,Guntur District,2021,4,50919286,115554000000.00
Andhra Pradesh,Krishna District,2021,4,55489829,125015000000.00
Andhra Pradesh,East Godavari District,2021,1,26190701,60027984988.00
Andhra Pradesh,Srikakulam District,2021,1,11160473,26486623313.00
Andhra Pradesh,Spsr Nellore District,2021,1,22541428,52210333202.00
Andhra Pradesh,Vizianagaram District,2021,1,10514582,24153782497.00
Andhra Pradesh,Visakhapatnam District,2021,1,48248923,95308386038.00
Andhra Pradesh,Prakasam District,2021,1,15175395,41396223622.00
Andhra Pradesh,Anantapur District,2021,1,20102957,48353870395.00
Andhra Pradesh,Ysr District,2021,1,15374473,42570919449.00
Andhra Pradesh,West Godavari District,2021,1,16015685,42124030669.00
Andhra Pradesh,Kurnool District,2021,1,17918524,44941629660.00
Andhra Pradesh,Chittoor District,2021,1,29342609,60947491847.00
Andhra Pradesh,Guntur District,2021,1,27445045,64207987853.00
Andhra Pradesh,Krishna District,2021,1,29717175,69715406645.00
Andhra Pradesh,East Godavari District,2021,3,39572714,89380370073.00
Andhra Pradesh,Srikakulam District,2021,3,15639768,34836400770.00
Andhra Pradesh,Spsr Nellore District,2021,3,34411958,77839676988.00
Andhra Pradesh,Vizianagaram District,2021,3,14510005,31383541628.00
Andhra Pradesh,Visakhapatnam District,2021,3,69220981,136946000000.00
Andhra Pradesh,Prakasam District,2021,3,24116580,63367713447.00
Andhra Pradesh,Anantapur District,2021,3,30366444,70291248156.00
Andhra Pradesh,Ysr District,2021,3,22439316,60683557725.00
Andhra Pradesh,West Godavari District,2021,3,26245039,66647238455.00
Andhra Pradesh,Kurnool District,2021,3,26377809,62527453762.00
Andhra Pradesh,Chittoor District,2021,3,42628568,89371931753.00
Andhra Pradesh,Guntur District,2021,3,41675093,96525353090.00
Andhra Pradesh,Krishna District,2021,3,44828275,104418000000.00
Andhra Pradesh,East Godavari District,2020,2,13130334,26319906327.00
Andhra Pradesh,Srikakulam District,2020,2,6425515,12153650077.00
Andhra Pradesh,Spsr Nellore District,2020,2,9454274,20665376461.00
Andhra Pradesh,Vizianagaram District,2020,2,6690313,12819344390.00
Andhra Pradesh,Visakhapatnam District,2020,2,25300401,48293889917.00
Andhra Pradesh,Prakasam District,2020,2,8844580,19846026727.00
Andhra Pradesh,Anantapur District,2020,2,10473739,22094006659.00
Andhra Pradesh,Ysr District,2020,2,8033609,19597207268.00
Andhra Pradesh,West Godavari District,2020,2,7273096,16585866855.00
Andhra Pradesh,Kurnool District,2020,2,9821381,22419372062.00
Andhra Pradesh,Chittoor District,2020,2,14848197,27361300300.00
Andhra Pradesh,Guntur District,2020,2,12308707,27463593608.00
Andhra Pradesh,Krishna District,2020,2,12313709,26964149095.00
Andhra Pradesh,East Godavari District,2020,4,25989490,58732615663.00
Andhra Pradesh,Srikakulam District,2020,4,11092184,25222520275.00
Andhra Pradesh,Spsr Nellore District,2020,4,20934374,49115443663.00
Andhra Pradesh,Vizianagaram District,2020,4,10580824,24094847668.00
Andhra Pradesh,Visakhapatnam District,2020,4,46551467,91879823025.00
Andhra Pradesh,Prakasam District,2020,4,16176867,41852443494.00
Andhra Pradesh,Anantapur District,2020,4,20996384,49732610814.00
Andhra Pradesh,Ysr District,2020,4,15676878,42572974713.00
Andhra Pradesh,West Godavari District,2020,4,15674762,40310975763.00
Andhra Pradesh,Kurnool District,2020,4,18737323,44718203115.00
Andhra Pradesh,Chittoor District,2020,4,29590411,61505711150.00
Andhra Pradesh,Guntur District,2020,4,26136538,60641872021.00
Andhra Pradesh,Krishna District,2020,4,27981050,64461504668.00
Andhra Pradesh,East Godavari District,2020,1,11346242,21854701379.00
Andhra Pradesh,Srikakulam District,2020,1,4835092,9777575594.00
Andhra Pradesh,Spsr Nellore District,2020,1,7430247,15387829694.00
Andhra Pradesh,Vizianagaram District,2020,1,5042066,9879174241.00
Andhra Pradesh,Visakhapatnam District,2020,1,27115031,48809747615.00
Andhra Pradesh,Prakasam District,2020,1,6318396,14169104765.00
Andhra Pradesh,Anantapur District,2020,1,8466129,17864325753.00
Andhra Pradesh,Ysr District,2020,1,6031255,14059924637.00
Andhra Pradesh,West Godavari District,2020,1,5919670,12995834341.00
Andhra Pradesh,Kurnool District,2020,1,8246869,17022710312.00
Andhra Pradesh,Chittoor District,2020,1,13257740,23441848567.00
Andhra Pradesh,Guntur District,2020,1,11493331,22992734621.00
Andhra Pradesh,Krishna District,2020,1,12175289,24481702771.00
Andhra Pradesh,East Godavari District,2020,3,17972431,39300043805.00
Andhra Pradesh,Srikakulam District,2020,3,8286289,18029574581.00
Andhra Pradesh,Spsr Nellore District,2020,3,16468209,39128324534.00
Andhra Pradesh,Vizianagaram District,2020,3,8236703,17567816577.00
Andhra Pradesh,Visakhapatnam District,2020,3,34421299,67628440368.00
Andhra Pradesh,Prakasam District,2020,3,12266310,31221704852.00
Andhra Pradesh,Anantapur District,2020,3,14447683,34102037973.00
Andhra Pradesh,Ysr District,2020,3,11934653,32037007334.00
Andhra Pradesh,West Godavari District,2020,3,10412351,25408608726.00
Andhra Pradesh,Kurnool District,2020,3,13243292,32529351107.00
Andhra Pradesh,Chittoor District,2020,3,20501863,42811566246.00
Andhra Pradesh,Guntur District,2020,3,17601395,42531195810.00
Andhra Pradesh,Krishna District,2020,3,19110457,44788458672.00
Andhra Pradesh,East Godavari District,2018,2,1221677,2168914928.00
Andhra Pradesh,Srikakulam District,2018,2,559868,929392017.00
Andhra Pradesh,Spsr Nellore District,2018,2,780454,1542057934.00
Andhra Pradesh,Vizianagaram District,2018,2,529588,811711368.00
Andhra Pradesh,Visakhapatnam District,2018,2,1641192,2987853607.00
Andhra Pradesh,Prakasam District,2018,2,739991,1571167562.00
Andhra Pradesh,Anantapur District,2018,2,937023,1690366079.00
Andhra Pradesh,Ysr District,2018,2,690842,1415500368.00
Andhra Pradesh,West Godavari District,2018,2,786033,1688025212.00
Andhra Pradesh,Kurnool District,2018,2,968439,1531888666.00
Andhra Pradesh,Chittoor District,2018,2,1185723,1990419126.00
Andhra Pradesh,Guntur District,2018,2,1088101,2108475812.00
Andhra Pradesh,Krishna District,2018,2,1224987,2448141593.00
Andhra Pradesh,East Godavari District,2018,4,3052762,4652624623.00
Andhra Pradesh,Srikakulam District,2018,4,1252807,1870278610.00
Andhra Pradesh,Spsr Nellore District,2018,4,1814997,3293448557.00
Andhra Pradesh,Vizianagaram District,2018,4,1386787,1817673253.00
Andhra Pradesh,Visakhapatnam District,2018,4,4791421,7366635865.00
Andhra Pradesh,Prakasam District,2018,4,1692862,3255254226.00
Andhra Pradesh,Anantapur District,2018,4,2286391,3975878156.00
Andhra Pradesh,Ysr District,2018,4,1732527,3252340063.00
Andhra Pradesh,West Godavari District,2018,4,1688482,3237504255.00
Andhra Pradesh,Kurnool District,2018,4,2508530,3626544852.00
Andhra Pradesh,Chittoor District,2018,4,3166201,4979093890.00
Andhra Pradesh,Guntur District,2018,4,2546620,4730251218.00
Andhra Pradesh,Krishna District,2018,4,2839161,5416251838.00
Andhra Pradesh,East Godavari District,2018,1,943935,1235785516.00
Andhra Pradesh,Srikakulam District,2018,1,458921,587778029.00
Andhra Pradesh,Spsr Nellore District,2018,1,531612,676643238.00
Andhra Pradesh,Vizianagaram District,2018,1,420990,505783446.00
Andhra Pradesh,Visakhapatnam District,2018,1,1256469,1749966197.00
Andhra Pradesh,Prakasam District,2018,1,534757,748990776.00
Andhra Pradesh,Anantapur District,2018,1,638664,788830646.00
Andhra Pradesh,Ysr District,2018,1,487333,681481931.00
Andhra Pradesh,West Godavari District,2018,1,577090,853547669.00
Andhra Pradesh,Kurnool District,2018,1,679623,764905299.00
Andhra Pradesh,Chittoor District,2018,1,830324,1009621878.00
Andhra Pradesh,Guntur District,2018,1,815932,1108686589.00
Andhra Pradesh,Krishna District,2018,1,863935,1284255180.00
Andhra Pradesh,East Godavari District,2018,3,3226907,3551247095.00
Andhra Pradesh,Srikakulam District,2018,3,1073883,1318322237.00
Andhra Pradesh,Spsr Nellore District,2018,3,1308890,2215938596.00
Andhra Pradesh,Vizianagaram District,2018,3,970132,1163546007.00
Andhra Pradesh,Visakhapatnam District,2018,3,3394576,4821892253.00
Andhra Pradesh,Prakasam District,2018,3,1319651,2346453445.00
Andhra Pradesh,Anantapur District,2018,3,1815215,2681787750.00
Andhra Pradesh,Ysr District,2018,3,1557444,2235904512.00
Andhra Pradesh,West Godavari District,2018,3,1431282,2309078493.00
Andhra Pradesh,Kurnool District,2018,3,2921189,2908389262.00
Andhra Pradesh,Chittoor District,2018,3,2297429,3283517631.00
Andhra Pradesh,Guntur District,2018,3,1912529,3127764663.00
Andhra Pradesh,Krishna District,2018,3,2396934,3754202654.00
Andhra Pradesh,East Godavari District,2022,2,62072845,135531000000.00
Andhra Pradesh,Srikakulam District,2022,2,23727353,53754764122.00
Andhra Pradesh,Spsr Nellore District,2022,2,54838708,121941000000.00
Andhra Pradesh,Vizianagaram District,2022,2,21766135,47294745021.00
Andhra Pradesh,Visakhapatnam District,2022,2,101387402,193243000000.00
Andhra Pradesh,Prakasam District,2022,2,36163507,90435082546.00
Andhra Pradesh,Anantapur District,2022,2,46099366,102139000000.00
Andhra Pradesh,Ysr District,2022,2,33154559,87601310070.00
Andhra Pradesh,West Godavari District,2022,2,44409239,107973000000.00
Andhra Pradesh,Kurnool District,2022,2,40165692,92409350856.00
Andhra Pradesh,Chittoor District,2022,2,67507661,136435000000.00
Andhra Pradesh,Guntur District,2022,2,66315749,147098000000.00
Andhra Pradesh,Krishna District,2022,2,73525814,163998000000.00
Andhra Pradesh,East Godavari District,2022,4,68016055,136531000000.00
Andhra Pradesh,Srikakulam District,2022,4,23693779,47726411108.00
Andhra Pradesh,Spsr Nellore District,2022,4,42582064,92085916181.00
Andhra Pradesh,Vizianagaram District,2022,4,22205190,44467386404.00
Andhra Pradesh,Visakhapatnam District,2022,4,103790055,185306000000.00
Andhra Pradesh,Prakasam District,2022,4,37211077,88105031866.00
Andhra Pradesh,Anantapur District,2022,4,48299601,101534000000.00
Andhra Pradesh,Ysr District,2022,4,35201596,87360426793.00
Andhra Pradesh,West Godavari District,2022,4,47919930,105336000000.00
Andhra Pradesh,Kurnool District,2022,4,43524766,94667441029.00
Andhra Pradesh,Chittoor District,2022,4,70322534,136841000000.00
Andhra Pradesh,Guntur District,2022,4,70723763,146939000000.00
Andhra Pradesh,Krishna District,2022,4,76526667,157826000000.00
Andhra Pradesh,East Godavari District,2022,1,54738830,121067000000.00
Andhra Pradesh,Srikakulam District,2022,1,20990782,46898912116.00
Andhra Pradesh,Spsr Nellore District,2022,1,47645702,104896000000.00
Andhra Pradesh,Vizianagaram District,2022,1,19278262,41994853362.00
Andhra Pradesh,Visakhapatnam District,2022,1,88233362,170120000000.00
Andhra Pradesh,Prakasam District,2022,1,31340975,79494373255.00
Andhra Pradesh,Anantapur District,2022,1,40613148,90197023268.00
Andhra Pradesh,Ysr District,2022,1,29783739,78421693519.00
Andhra Pradesh,West Godavari District,2022,1,37271259,92397939904.00
Andhra Pradesh,Kurnool District,2022,1,35093633,81568420501.00
Andhra Pradesh,Chittoor District,2022,1,58561024,117901000000.00
Andhra Pradesh,Guntur District,2022,1,57226996,129674000000.00
